satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department_IT,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_high,salary_low,salary_medium
0.92,0.78,3,194,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.99,0.86,3,166,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.87,0.9,5,258,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.56,0.49,5,163,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.42,0.53,2,142,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.84,7,310,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.63,0.78,3,153,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.37,0.57,2,155,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.09,0.91,6,248,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.8,0.85,3,135,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.82,0.98,4,233,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.37,0.46,2,140,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.43,0.47,2,147,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.39,0.54,2,132,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.99,0.79,4,172,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.79,6,256,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.75,0.49,4,246,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1,0.85,6,283,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.68,0.61,3,134,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.55,0.66,3,164,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.84,0.84,4,266,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.92,0.53,3,253,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.38,0.5,2,145,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.87,0.91,4,228,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.94,0.59,3,137,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.79,0.63,3,212,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.89,0.95,4,275,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.41,0.52,2,136,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.56,0.79,4,197,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.69,0.91,3,167,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.56,0.68,3,144,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.72,0.54,3,226,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.45,0.47,2,136,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.64,0.93,4,233,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.96,0.61,4,199,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.78,0.54,3,161,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.86,0.51,4,152,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.33,0.41,2,198,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.86,0.87,5,171,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.57,0.91,3,193,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.72,0.82,5,269,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.9,0.82,5,259,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.83,6,295,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.84,0.75,2,168,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.43,0.51,2,155,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.11,0.96,6,298,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.38,0.56,2,156,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.65,0.4,2,277,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.76,0.88,5,265,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.87,0.78,3,170,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.48,0.78,2,198,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.6,0.92,2,258,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.78,0.82,4,142,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.5,2,148,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.56,0.68,3,208,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.89,0.86,5,275,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.85,0.82,4,270,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.69,0.89,3,216,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.2,0.54,5,162,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.81,0.92,4,268,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.75,0.61,3,263,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.38,0.77,3,173,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.38,0.49,2,151,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.72,0.51,3,254,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.09,0.92,7,254,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.94,0.9,4,144,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.44,0.55,2,136,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.45,0.47,2,146,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.38,0.55,2,134,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.76,0.92,4,246,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,0.51,2,139,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.9,0.51,4,137,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.93,0.95,2,156,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.19,0.58,5,182,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.31,0.54,5,132,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.81,0.84,5,258,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.72,0.73,5,184,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.23,0.7,3,123,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.89,1.0,5,246,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.48,2,135,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.79,0.98,3,217,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.38,0.56,2,154,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.58,0.98,3,175,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.61,0.71,3,152,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.15,0.37,2,167,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.81,3,102,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.92,0.67,2,252,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.76,0.83,6,293,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.45,0.62,6,129,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.4,0.51,2,139,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.61,0.55,5,260,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.43,0.46,2,145,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.37,0.52,2,143,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.97,7,254,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.39,0.49,2,129,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.29,0.65,5,110,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.5,0.75,5,178,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.1,0.87,6,250,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.41,0.56,2,160,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.73,0.74,5,230,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.37,0.52,2,158,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.8,0.69,3,164,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.43,0.56,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.41,0.53,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.14,0.52,4,108,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.83,0.82,4,243,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.49,0.73,4,185,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.41,0.52,2,159,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.37,0.47,2,141,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.21,0.4,3,262,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.46,0.43,4,258,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.63,0.94,4,145,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.37,0.57,2,155,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.81,0.93,5,270,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.94,0.52,4,217,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.83,1.0,5,240,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.37,0.5,2,141,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.44,0.51,2,145,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1,0.8,6,292,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.76,0.84,5,227,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.52,0.38,2,103,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.92,0.94,5,248,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.17,0.73,4,188,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.5,0.87,3,252,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.98,0.55,3,166,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.62,0.74,4,173,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.68,0.76,3,260,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.3,0.66,4,119,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.09,0.97,7,268,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.26,0.85,6,152,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.1,0.94,6,255,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.66,0.67,2,255,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.72,0.84,3,167,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.54,0.53,3,184,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.17,0.77,4,151,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.75,0.88,4,239,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.85,0.82,4,270,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.29,0.8,5,103,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.37,0.48,2,129,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.89,0.99,2,258,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.45,0.52,2,145,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.73,0.95,3,222,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.62,0.89,4,261,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.1,0.85,6,266,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.55,0.81,3,242,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.77,0.81,5,237,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.38,0.56,2,154,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.38,0.53,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.44,0.51,2,127,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.82,0.54,4,191,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.96,0.48,4,198,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.64,0.48,4,267,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.97,0.78,5,156,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.38,0.5,2,140,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.72,0.67,4,147,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.97,0.41,5,135,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.31,0.59,3,176,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.45,0.46,2,146,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.1,0.8,7,281,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.11,0.8,6,282,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.84,0.84,5,238,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.96,0.71,3,170,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.6,0.75,4,144,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.91,0.87,4,235,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.44,0.48,2,146,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.36,0.78,2,151,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.93,0.67,5,167,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.86,0.65,3,161,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.54,0.5,4,146,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.41,0.55,2,148,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.49,0.73,4,244,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.81,5,287,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.23,0.9,5,234,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.46,0.54,2,144,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.13,0.73,5,206,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.72,0.74,3,187,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.78,0.91,4,202,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.17,0.4,4,286,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.46,0.5,2,151,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.8,0.75,3,268,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.45,0.51,2,147,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.89,6,244,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.89,0.86,5,275,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.85,0.82,5,264,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.83,0.69,4,233,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.43,0.47,2,128,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.73,0.59,6,121,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.39,0.5,2,135,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.68,0.89,5,218,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.77,0.89,5,243,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.09,0.93,6,296,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.83,0.91,4,210,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.59,0.57,3,147,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.65,0.94,4,184,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.96,0.5,3,158,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.78,0.81,4,232,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.91,0.55,3,223,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.51,0.56,4,168,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.64,0.99,3,167,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.9,0.96,5,243,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.72,0.84,4,256,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.88,1.0,5,219,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.68,0.5,3,139,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.43,0.56,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.44,0.49,2,154,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.82,0.84,5,244,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.52,0.98,5,217,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.45,0.51,2,147,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.88,0.96,4,262,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.77,0.87,4,242,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.51,0.64,3,203,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.97,0.66,5,234,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.11,0.84,7,264,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.66,0.77,4,188,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.44,0.49,2,154,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.89,1.0,4,217,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.83,6,283,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.11,0.85,7,302,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.38,0.55,2,148,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.97,6,289,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.84,0.44,5,131,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.81,0.64,4,213,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.42,1.0,3,202,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.37,0.56,2,156,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.76,0.99,3,133,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4,0.48,2,137,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.82,0.6,5,232,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.77,0.83,4,245,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.42,0.53,3,199,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.43,0.53,2,160,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.8,0.83,2,211,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1,0.98,6,268,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.98,0.53,4,192,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.09,0.89,6,282,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.9,1.0,5,221,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.77,0.83,6,271,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.83,0.36,4,242,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.19,0.51,5,226,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.64,0.67,4,252,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.81,0.95,5,238,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.43,0.47,2,128,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.09,0.96,6,296,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.1,0.86,6,309,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.89,0.58,4,232,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.39,0.54,2,149,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.93,6,298,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.93,0.73,4,156,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.7,0.73,4,240,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.83,0.64,4,242,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.46,0.5,2,151,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.92,0.57,3,191,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.42,0.51,2,136,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.36,0.55,2,134,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.38,0.53,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.84,1.0,5,234,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.11,0.92,6,305,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.87,0.57,4,175,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.81,0.88,5,242,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.09,0.9,7,296,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.1,0.93,7,305,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.73,0.99,5,241,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.74,6,290,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.89,0.86,5,275,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.43,0.53,2,150,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.8,6,248,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.26,0.67,2,242,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.96,0.88,4,165,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.82,0.94,5,236,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1,0.84,6,309,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.98,0.51,3,243,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.16,0.98,3,232,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.21,0.9,2,239,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.36,0.47,2,148,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.58,0.75,4,253,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.31,0.42,4,108,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.92,0.6,3,198,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.44,0.57,2,131,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.34,0.59,2,164,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.93,0.49,3,211,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.79,0.9,5,212,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.39,0.57,2,127,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.81,5,287,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.93,0.56,5,140,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.44,0.45,2,132,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.12,0.5,5,287,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.09,0.9,7,296,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.38,0.45,2,129,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.1,0.81,6,245,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.87,6,278,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.43,0.46,2,157,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.82,0.79,3,160,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.54,0.76,3,183,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.9,0.51,4,137,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.88,0.66,4,275,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.88,1.0,4,259,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.9,0.81,6,273,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.49,0.8,3,227,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.54,0.76,3,157,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.89,0.94,5,223,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.5,0.54,5,153,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11,0.83,6,282,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
